,movieid,title,genres,Average Rating,Number of Ratings,model_score,imdbid,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,budget,usa_gross_income,worlwide_gross_income,metascore,reviews_from_users,reviews_from_critics,tmdbId
744,787,"Gate of Heavenly Peace, The (1995)",Documentary,5.0,3,15.0,,,,,,,,,,,,,,,,,,,,
745,788,"Nutty Professor, The (1996)",Comedy|Fantasy|Romance|Sci-Fi,2.9957805907172994,948,2840.0,117218.0,The Nutty Professor,1996,1996-11-15,"Comedy, Romance, Sci-Fi",95.0,USA,English,Tom Shadyac,"Jerry Lewis, Bill Richmond",Imagine Entertainment,"Eddie Murphy, Jada Pinkett Smith, James Coburn, Larry Miller, Dave Chappelle, John Ales, Patricia Wilson, Jamal Mixon, Nichole McAuley, Hamilton von Watts, Chao Li Chi, Tony Carlin, Quinn Duffy, Montell Jordan, Doug Williams",Grossly overweight yet good-hearted professor Sherman Klump takes a special chemical that turns him into the slim but obnoxious Buddy Love.,$ 54000000,$ 128814019,$ 273961019,62.0,115.0,60.0,9327.0
746,789,"I, Worst of All (Yo, la peor de todas) (1990)",Drama,3.0,2,6.0,100990.0,"Yo, la peor de todas",1990,1990-08-09,Drama,105.0,Argentina,Spanish,María Luisa Bemberg,"María Luisa Bemberg, Antonio Larreta",GEA Cinematográfica,"Assumpta Serna, Dominique Sanda, Héctor Alterio, Lautaro Murúa, Graciela Araujo, Alberto Segado, Gerardo Romano, Franklin Caicedo, Hugo Soto, Margara Alonso, Lidia Catalano, Margarita Padín, Alejandra Colunga, Rosario Bléfari, Felisa Rocha","A viceroy and an archbishop take their posts in Mexico. A local nun, Sor Juana Inés de la Cruz (1651-1695), intrigues them. The viceroy and his wife find her brilliant and fascinating. The ...",,$ 52148,,,15.0,15.0,123763.0
747,790,An Unforgettable Summer (1994),Drama,3.0,1,3.0,111546.0,Un été inoubliable,1994,1995-06-30,"Drama, Romance, War",82.0,"Romania, France","Romanian, French, English",Lucian Pintilie,"Lucian Pintilie, Petru Dumitriu",MK2 Productions,"Kristin Scott Thomas, Claudiu Bleont, Olga Tudorache, George Constantin, Ion Pavlescu, Marcel Iures, Razvan Vasilescu, Cornel Scripcaru, Tamara Cretulescu, Carmen Ungureanu, Mihai Constantin, Ioan Gyuri Pascu, Dragos Pîslaru, Dorina Lazar, Beatha Fülop","Romania in the 1920s. Marie-Thérèse Von Debretsy (Dame Kristin Scott Thomas) refuses the advances of her husband's commanding officer. As a result, the cosmopolitan family is reassigned to ...",,$ 65352,,,10.0,5.0,81949.0
748,791,"Last Klezmer: Leopold Kozlowski, His Life and Music, The (1995)",Documentary,3.5,2,7.0,,,,,,,,,,,,,,,,,,,,
749,792,"Hungarian Fairy Tale, A (1987)",Fantasy,4.0,1,4.0,93199.0,"Hol volt, hol nem volt",1987,1987-10-15,Fantasy,97.0,Hungary,Hungarian,Gyula Gazdag,"Gyula Gazdag, Miklós Györffy",MAFILM Objektív Filmstúdió,"Dávid Vermes, Pál Hetényi, Frantisek Husák, Mária Varga, Eszter Csákányi, Péter Trokán, Szilvia Tóth, Judit Pogány, Géza Balkay, Gábor Reviczky, Joli Jászai, Éva Babai, Margit Balák, Jutta Bokor, Csaba Csikesz","Shot in B&W, Gyula Gazdag's film follows the surreal and often comic quests of young Andris, an orphan searching for a father who doesn't exist, and Orban, a government clerk who's had ...",,,,,3.0,5.0,42005.0
750,793,My Life and Times With Antonin Artaud (En compagnie d'Antonin Artaud) (1993),Drama,2.6,10,26.0,106810.0,En compagnie d'Antonin Artaud,1993,1994-03-02,"Biography, Drama",90.0,France,French,Gérard Mordillat,"Gérard Mordillat, Jacques Prevel",Archipel 33,"Sami Frey, Marc Barbé, Julie Jézéquel, Valérie Jeannet, Clotilde de Bayser, Charlotte Valandrey, Anne Barbe, Philippe Baille, Philippe Beaufort, Alain Boissard, Jean-Marcel Bouguereau, Renee Cariven, Catherine Carrée, Jean-Yves Carrée, Jean-Marie Catonne","May, 1946, in Paris young poet Jacques Prevel meets Antonin Artaud, the actor, artist and writer just released from a mental asylum. Over ten months, we follow the mad Artaud from his cruel...",,,,,1.0,10.0,124306.0
751,796,"Very Natural Thing, A (1974)",Drama,3.3333333333333335,3,10.0,72362.0,A Very Natural Thing,1974,1977-03-24,"Drama, Romance",80.0,USA,English,Christopher Larkin,"Joseph Coencas, Joseph Coencas",Montage Creations,"Robert McLane, Curt Gareth, Bo White, Anthony McKay, Marilyn Meyers, Jay Pierce, Barnaby Rudge, A. Bailey Chapin, Scott Eisman, Michael Kell, Sheila Rock, Linda Weitz, Robert Grillo, Howard Blakey, George Diaz","A poignant romantic drama examines the life of gay 26 year old, ex-monk, school teacher living in Manhattan. When he meets a man at a gay bar, they connect and are soon living together. Unfortunately their views on monogamy don't match.",,,,,18.0,9.0,44495.0
752,798,Daylight (1996),Action|Adventure|Thriller,2.7058823529411766,204,552.0,116040.0,Daylight,1996,1996-12-20,"Action, Adventure, Drama",114.0,USA,English,Rob Cohen,Leslie Bohem,Universal Pictures,"Sylvester Stallone, Amy Brenneman, Viggo Mortensen, Dan Hedaya, Jay O. Sanders, Karen Young, Claire Bloom, Vanessa Bell Calloway, Renoly Santiago, Colin Fox, Danielle Harris, Trina McGee, Marcello Thedford, Sage Stallone, Jo Anderson",Disaster in a New York tunnel as explosions collapse both ends of it. One hero tries to help the people inside find their way to safety.,$ 80000000,$ 33023469,$ 159212469,,112.0,71.0,11228.0
753,799,"Frighteners, The (1996)",Comedy|Horror,3.3491124260355027,338,1132.0,116365.0,The Frighteners,1996,1997-05-23,"Comedy, Fantasy, Horror",110.0,"New Zealand, USA",English,Peter Jackson,"Fran Walsh, Peter Jackson",Universal Pictures,"Michael J. Fox, Trini Alvarado, Peter Dobson, John Astin, Jeffrey Combs, Dee Wallace, Jake Busey, Chi McBride, Jim Fyfe, Troy Evans, Julianna McCarthy, R. Lee Ermey, Elizabeth Hawthorne, Angela Bloomfield, Desmond Kelly","After a tragic car accident that kills his wife, a man discovers he can communicate with the dead to con people. However, when a demonic spirit appears, he may be the only one who can stop it from killing the living and the dead.",$ 30000000,$ 16759216,$ 29359216,52.0,241.0,135.0,10779.0
754,800,Lone Star (1996),Drama|Mystery,4.082539682539682,630,2572.0,116905.0,Lone Star,1996,1997-05-09,"Drama, Mystery",135.0,USA,"English, Spanish",John Sayles,John Sayles,Columbia Pictures,"Stephen Mendillo, Stephen J. Lang, Chris Cooper, Elizabeth Peña, Oni Faida Lampley, Eleese Lester, Joe Stevens, Gonzalo Castillo, Richard Coca, Clifton James, Tony Frank, Miriam Colon, Kris Kristofferson, Jeff Monahan, Matthew McConaughey","When the skeleton of his murdered predecessor is found, Sheriff Sam Deeds unearths many other long-buried secrets in his Texas border town.",$ 5000000,$ 12408986,$ 12408986,78.0,189.0,65.0,26748.0
755,801,Harriet the Spy (1996),Children's|Comedy,3.0991735537190084,121,375.0,116493.0,Harriet the Spy,1996,1996-07-10,"Comedy, Drama, Family",100.0,USA,English,Bronwen Hughes,"Louise Fitzhugh, Greg Taylor",Paramount Pictures,"Michelle Trachtenberg, Gregory Smith, Vanessa Chester, Rosie O'Donnell, J. Smith-Cameron, Robert Joy, Eartha Kitt, Charlotte Sullivan, Teisha Kim, Cecilley Carroll, Dov Tiefenbach, Nina Shock, Conor Devitt, Alisha Morrison, Nancy Beatty",Harriet M. Welsch is a spy. But when her friends find her secret notebook the tables are turned on her. Can she win her friends back and still keep on going with the spy business?,$ 12000000,$ 26570048,$ 26570048,,46.0,25.0,38223.0
756,802,Phenomenon (1996),Drama|Romance,3.496487119437939,427,1493.0,117333.0,Phenomenon,1996,1996-10-18,"Drama, Fantasy, Romance",123.0,USA,English,Jon Turteltaub,Gerald Di Pego,Touchstone Pictures,"John Travolta, Kyra Sedgwick, Forest Whitaker, Robert Duvall, Jeffrey DeMunn, Richard Kiley, David Gallagher, Ashley Buccille, Tony Genaro, Sean O'Bryan, Michael Milhoan, Troy Evans, Bruce A. Young, Vyto Ruginis, Brent Spiner","An ordinary man sees a bright light descend from the sky, and discovers he now has super-intelligence and telekinesis.",$ 32000000,$ 104636382,$ 152036382,41.0,136.0,60.0,9294.0
757,803,Walking and Talking (1996),Romance,3.6842105263157894,57,210.0,118113.0,Walking and Talking,1996,1996-10-04,"Comedy, Drama, Romance",86.0,"UK, USA, Germany, Italy, France",English,Nicole Holofcener,Nicole Holofcener,Canal+,"Amy Braverman, Miranda Rhyne, Catherine Keener, Anne Heche, Randall Batinkoff, Brenda Denmark, Vincent Pastore, Liev Schreiber, Todd Field, Kevin Corrigan, Joseph Siravo, Rafael Alvarez, Ritamarie Kelly, Steve Cohen, Jordan Levinson","Just as Amelia thinks she's over her anxiety and insecurity, her best friend announces her engagement, bringing her anxiety and insecurity right back.",$ 1000000,$ 1287480,$ 1287480,67.0,32.0,19.0,49963.0
758,804,She's the One (1996),Comedy|Romance,2.9785407725321886,233,694.0,117628.0,She's the One,1996,1996-08-23,"Comedy, Drama, Romance",96.0,USA,English,Edward Burns,Edward Burns,Good Machine,"John Mahoney, Edward Burns, Michael McGlone, Maxine Bahns, Jennifer Aniston, Cameron Diaz, Malachy McCourt, Leslie Mann, Amanda Peet, Anita Gillette, Frank Vincent, Beatrice Winde, Eugene Osborne Smith, Robert Weil, Tom Tammi","The love lives of two brothers, Mickey and Francis, interconnect as Francis cheats on his wife with Mickey's ex-girlfriend, while Mickey impulsively marries a stranger.",$ 3500000,$ 9538948,$ 9538948,,104.0,43.0,11363.0
759,805,"Time to Kill, A (1996)",Drama,3.5901162790697674,344,1235.0,117913.0,A Time to Kill,1996,1996-10-31,"Crime, Drama, Thriller",149.0,USA,English,Joel Schumacher,"John Grisham, Akiva Goldsman",Regency Enterprises,"Matthew McConaughey, Sandra Bullock, Samuel L. Jackson, Kevin Spacey, Oliver Platt, Charles S. Dutton, Brenda Fricker, Donald Sutherland, Kiefer Sutherland, Patrick McGoohan, Ashley Judd, Tonea Stewart, RaéVen Kelly, Darrin Mitchell, LaConte McGrew","In Canton, Mississippi, a fearless young lawyer and his assistant defend a black man accused of murdering two white men who raped his ten-year-old daughter, inciting violent retribution and revenge from the Ku Klux Klan.",$ 40000000,$ 108766007,$ 152266007,54.0,265.0,80.0,1645.0
760,806,American Buffalo (1996),Drama,3.1666666666666665,60,190.0,115530.0,American Buffalo,1996,1996-09-13,Drama,88.0,"UK, USA",English,Michael Corrente,"David Mamet, David Mamet",Capitol Films,"Dustin Hoffman, Dennis Franz, Sean Nelson",Long-repressed feelings of bitterness and betrayal explode when three inner-city losers plot the robbery of a valuable coin in a seedy second-hand junk shop.,,$ 665450,$ 665450,,47.0,36.0,31546.0
761,807,"Rendezvous in Paris (Rendez-vous de Paris, Les) (1995)",Comedy|Romance,3.0,14,42.0,114266.0,Les rendez-vous de Paris,1995,1995-03-22,"Comedy, Romance",98.0,France,French,Éric Rohmer,Éric Rohmer,Compagnie Eric Rohmer (CER),"Clara Bellar, Antoine Basler, Mathias Mégard, Judith Chancel, Malcolm Conrath, Cécile Parès, Olivier Poujol, Aurore Rauscher, Serge Renko, Michael Kraft, Bénédicte Loyen, Veronika Johansson, Florence Levu, Christian Bassoul",Three stories of love and coincidence around the theme of dates in Paris.,,$ 730099,,,8.0,24.0,77056.0
762,808,Alaska (1996),Adventure|Children's,3.395348837209302,43,146.0,115493.0,Alaska,1996,1997-03-01,"Adventure, Family",109.0,USA,English,Fraser C. Heston,"Andy Burg, Scott Myers",Castle Rock Entertainment,"Thora Birch, Vincent Kartheiser, Dirk Benedict, Charlton Heston, Duncan Fraser, Gordon Tootoosis, Ben Cardinal, Ryan Kent, Don S. Davis, Dolly Madsen, Stephen E. Miller, Byron Chief-Moon, Kristin Lehman, Adrien Dorval, Ed Gale","While searching for their missing father in the mountains of Alaska, two siblings come across a baby polar bear on the run from a pair of poachers.",$ 23000000,$ 11829959,$ 11829959,,38.0,18.0,36344.0
763,809,Fled (1996),Action|Adventure,2.5714285714285716,105,270.0,116320.0,Fled,1996,1997-06-19,"Action, Adventure, Crime",98.0,USA,"English, Spanish",Kevin Hooks,Preston A. Whitmore II,Metro-Goldwyn-Mayer (MGM),"Laurence Fishburne, Stephen Baldwin, Will Patton, Robert John Burke, Robert Hooks, Victor Rivers, David Dukes, Ken Jenkins, Michael Nader, Brittney Powell, Salma Hayek, Steve Carlisle, Brett Rice, J. Don Ferguson, Kathy Payne",Two prisoners chained together flee during an escape attempt gone bad.,$ 25000000,$ 17193231,$ 17193231,,34.0,41.0,18550.0
764,810,Kazaam (1996),Children's|Comedy|Fantasy,1.4666666666666666,120,176.0,116756.0,Kazaam,1996,1997-08-22,"Comedy, Family, Fantasy",93.0,USA,English,Paul Michael Glaser,"Paul Michael Glaser, Christian Ford",Interscope Communications,"Shaquille O'Neal, Francis Capra, Ally Walker, James Acheson, John Costelloe, Marshall Manesh, Fawn Reed, Mother Love, Brandon Durand, Wade Robson, Jake Glaser, Efren Ramirez, Jonathan Carrasco, Jesse Perez, Todd Sible","A troubled kid inadvertently releases a genie, who must grant him any three wishes he requests.",$ 20000000,$ 18937262,$ 18937262,24.0,107.0,22.0,11511.0
765,811,"Bewegte Mann, Der (1994)",Comedy,3.888888888888889,9,35.0,,,,,,,,,,,,,,,,,,,,
766,813,Larger Than Life (1996),Comedy,2.5106382978723403,47,118.0,116823.0,Larger Than Life,1996,1996-11-01,"Comedy, Family",93.0,USA,English,Howard Franklin,"Roy Blount Jr., Pen Densham",United Artists Pictures,"Jerry Adler, Bill Murray, Richard Alan Baker, Richie Allan, Kimberly Thornton, Anita Gillette, Maureen Mueller, Jeremy Piven, Alex Neiwerth, Alfa-Betty Olsen, Carrie Houk, Harve Presnell, Tai, Earl Billings, Jeannine Hutchings",A motivational speaker discovers that the inheritance his father left for him is in the form of an elephant.,$ 30000000,$ 8315693,$ 8315693,43.0,39.0,33.0,34170.0
767,814,"Boy Called Hate, A (1995)",Drama,3.0,1,3.0,112568.0,A Boy Called Hate,1995,1996-05-22,"Crime, Drama, Romance",97.0,"USA, Canada",English,Mitch Marcus,Mitch Marcus,Pacific Motion Pictures,"Scott Caan, Lee Nashold, Kevin Michael Richardson, James Caan, Missy Crider, Elliott Gould, Duane Davis, Wade Allain-Marcus, Cece Tsou, Dennis Cockrum, Seth Isler, Stephanie Allain, Scott Patterson, Mary Louise Gemmill, Bradley Jay Lesley","After a run-in with the law, an angry maladjusted young man starts calling himself ""Hate"". One night he saves a girl from a lusty Assistant District Attorney. He falsely accuses them of robbery, so they go on the run and make things worse.",,,,,3.0,4.0,281085.0
768,815,Power 98 (1995),Action|Mystery|Thriller,2.0,6,12.0,114170.0,Power 98,1996,1996-05-17,"Action, Mystery, Thriller",89.0,USA,English,Jaime Hellman,Jaime Hellman,Bergman Lustig Productions,"Eric Roberts, Lisa Thornhill, Jason Gedrick, Jack Betts, Michael Mantell, Jennie Garth, Jim Fyfe, Stephen Tobolowsky, Sadie Stratton, Leslie Bega, Kristin Dattilo, Leonora Scelfo, James Pickens Jr., Tara Ellison, Kimberly Flynn",A controversial talk show host becomes involved in the murder of a beautiful woman in a war for ratings.,,,,,3.0,4.0,109478.0
769,818,"Very Brady Sequel, A (1996)",Comedy,2.560846560846561,189,484.0,118073.0,A Very Brady Sequel,1996,1996-08-23,Comedy,90.0,USA,English,Arlene Sanford,"Sherwood Schwartz, Harry Elfont",Paramount Pictures,"Shelley Long, Gary Cole, Christopher Daniel Barnes, Christine Taylor, Paul Sutera, Jennifer Elise Cox, Jesse Lee Soffer, Olivia Hack, Henriette Mantel, Tim Matheson, Whip Hubley, Whitney Rydbeck, Sue Casey, Gregory White, RuPaul","The Bradys are surprised when a man claiming to be Carol's long lost first husband shows up at their home. Before long, his strange actions cause them to question his motives.",$ 12000000,$ 21440752,$ 21440752,56.0,68.0,30.0,12606.0
770,820,"Death in the Garden (Mort en ce jardin, La) (1956)",Drama,3.25,4,13.0,49521.0,La mort en ce jardin,1956,1958-08-16,"Adventure, Drama",104.0,"France, Mexico",French,Luis Buñuel,"Luis Alcoriza, Luis Buñuel",Dismage,"Simone Signoret, Charles Vanel, Georges Marchal, Michel Piccoli, Tito Junco, Raúl Ramírez, Luis Aceves Castañeda, Jorge Martínez de Hoyos, Alberto Pedret, Marc Lambert, Stefani, Michèle Girardon","Chark, an adventurer, comes to a small village near a diamond miners' camp. He is arrested by the local police who accuse him of having committed a bank robbery in a neighboring town. The ...",,,$ 384,,19.0,36.0,35206.0
771,821,"Crude Oasis, The (1995)",Romance,2.0,2,4.0,,,,,,,,,,,,,,,,,,,,
772,823,"Collectionneuse, La (1967)",Drama,3.25,4,13.0,61495.0,La collectionneuse,1967,1967-03-02,"Comedy, Drama, Romance",89.0,France,"Italian, French, English",Éric Rohmer,"Patrick Bauchau, Haydée Politoff",Les Films du Losange,"Patrick Bauchau, Haydée Politoff, Daniel Pommereulle, Alain Jouffroy, Mijanou Bardot, Annik Morice, Dennis Berry, Seymour Hertzberg, Néstor Almendros, Patrice De Bailliencourt, László Benkö, Anne Dubot, Jackie Raynal","A womanizing art dealer and a painter find the serenity of their Riviera vacation disturbed by a third guest, a vivacious bohemian woman known for her long list of male conquests.",,,,,25.0,32.0,4837.0
773,824,Kaspar Hauser (1993),Drama,3.9285714285714284,28,110.0,110246.0,Kaspar Hauser,1993,1994-01-27,"Drama, History, Mystery",139.0,"Germany, Austria, Sweden",German,Peter Sehr,Peter Sehr,ARTE,"André Eisermann, Udo Samel, Jeremy Clyde, Katharina Thalbach, Cécile Paoli, Hansa Czypionka, Hermann Beyer, Dieter Mann, Johannes Silberschneider, Peter Lohmeyer, Tilo Nest, Dieter Laser, Uwe Ochsenknecht, Anja Schiller, Gerd Lohmeyer",Kaspar Hauser is the son of the duke of Baden. At the age of one he was swapped by another baby that has been killed right after the change. The real Kaspar Hauser grew up in prison without...,,,,,3.0,6.0,12632.0
774,826,Diebinnen (1995),Drama,1.0,1,1.0,,,,,,,,,,,,,,,,,,,,
775,827,"Convent, The (Convento, O) (1995)",Drama,3.0,2,6.0,112716.0,O Convento,1995,1995-09-06,"Drama, Mystery",91.0,"Portugal, France","French, English, Portuguese, German",Manoel de Oliveira,"Manoel de Oliveira, Agustina Bessa-Luís",Madragoa Filmes,"Catherine Deneuve, John Malkovich, Luís Miguel Cintra, Leonor Silveira, João Bénard da Costa, Heloísa Miranda, Gilberto Gonçalves","The journey of Michael Padovic, an American professor who arrives with his wife, Helene, at a Portuguese convent where he expects to find the documents needed to prove his theory: ...",,$ 52609,,,16.0,10.0,124614.0
776,828,"Adventures of Pinocchio, The (1996)",Adventure|Children's,2.9074074074074074,54,157.0,115472.0,The Adventures of Pinocchio,1996,1997-05-15,"Adventure, Drama, Family",92.0,"Czech Republic, UK, France, Germany, USA",English,Steve Barron,"Sherry Mills, Steve Barron",New Line Cinema,"Martin Landau, Jonathan Taylor Thomas, Geneviève Bujold, Udo Kier, Bebe Neuwirth, Rob Schneider, Corey Carrier, Marcello Magni, Dawn French, Richard Claxton, Griff Rhys Jones, John Sessions, Jean-Claude Drouot, Jean-Claude Dreyfus, Teco Celio","One of puppet-maker Geppetto's creations comes magically to life. This puppet named Pinocchio has one major desire, to become a real boy someday, but he has to learn to act responsibly.",$ 25000000,$ 15094530,$ 15094530,,22.0,20.0,18975.0
